source_text,target_text,language_pair,source_file,sheet_name,source_tokens,target_tokens
finally the fourth epoch in the evolution of business ethics in postcolonial africa south of the sahara should be seen as the response by african scholars to the phenomenon of globalization of neoliberal capitalism,ekugcineni inkathi yesine oguqukweni lwenqubonhle yezamabhizinisi emuva kokuqonelwa kweafrika eseningizimu yesahara kumele kubonwe njengokuphendula kwezifundiswa zaseafrika esenzekweni sokufakwa emhlabeni jikelele kulowo wamanje ovumela amalungelo obungxowankulu obufanayo kubantu bonke,en-zu,EnglishZulu00888 Tirivangani Matare.xlsx,Sheet1,34,28
b to monitor the implementation and ensure protection of the rights enshrined in this charter,b ukuqapha ukuqala kokusetshenziswa nokuqinisekisa ukuvikelwa kwamalungelo aqukethwe yilo mqulu,en-zu,englishzulu00083.xlsx,Sheet1,15,10
unique number,inombolo ekhethekile,en-zu,englishzulu00478.xlsx,Sheet1,2,2
her vision as an editor is to manage a quality journal that is not for profit which charges a reasonable article publication fee where the copyright of the article remains with the author and the article pdf is available to anyone online,isifiso sakhe njengomhleli wukulawula ibhuku lezinga eliphezulu ngaphandle kwenzuzo likhokhise imali engabizi yokushicilela izindaba kuthi ubunikazi bodaba buqhubeke nokuba ngobombhali walo bese kuthi udaba oluyipdf lutholwe yiwonkewonke kwiinthanethi,en-zu,englishzulu00397.xlsx,Sheet1,42,28
you can acquire a book through a unisa loan or by buying the book and making an investment in your theological library,ungazitholela incwadi ngokuyiboleka eunisa noma uyithenge uzikhandele umtapo wakho wezenkolo,en-zu,englishzulu00479.xlsx,Sheet1,22,10
this library was assessed for their in vitro antitubercular and antiquorum sensing activities,lo mtapo wahlolwa ukuthi uyakwazi yini ukuhlonza ukusebenza kwayo kwein vitro antitubercular kanye neantiquorum,en-zu,englishzulu202500075.xlsx,Sheet1,13,14
directing and controlling,ukuqondisa nokulawula,en-zu,englishzulu00952.xlsx,Sheet1,3,2
dr sayan dey and maarts article decolonisation and food the burden of colonial gastronomy stories from west bengal brings together deys work on the food customs of precolonial bengal and maarts on food colonisation from bengal and java to district six the old slave quarter of cape town,iphepha lika dkt sayan dey nosolwazi maart decolonisation and food the burden of colonial gastronomy stories from west bengal lihlanganisa umsebenzi kadey obuka ukuthuthwa kokudla ngaphambi kokufika kwamakoloni ebengal nokasolwazi maart obuka umthelela wamakoloni ekuthutheni ukudla kusuka ebengal nasejava kuya edistrict six indawo eyayihlala izigqila ekapa,en-zu,englishzulu00929.xlsx,Sheet1,48,46
according to research people with,ngokocwaningo abantu abane,en-zu,englishzulu00493.xlsx,Sheet1,5,3
deputy vicechancellor and head of the college of humanities professor nhlanhla mkhize acknowledged the important role played by the creative and literary arts in the fight against injustice,isekela likashansela nenhloko yekolishi lezesintu usolwazi nhlanhla mkhize ubalule indima ebalulekile edlalwa ubuciko nokufunda nokubhala ekulweni nokungalingani,en-zu,englishzulu00907.xlsx,Sheet1,28,17
may you continue to remain ukzn ambassadors as you move on to the next chapter in your lives,sengathi ningaqhubeka nokuba ngamanxusa eukzn uma senidlulela esahlukweni esilandelayo sezimpilo zenu,en-zu,englishzulu00526.xlsx,Sheet1,18,11
now the river marked the divide between the lands of natal which belonged to the empire and the zulu kingdom so we were right on the border,umfula wawungumngcele lapho kuhlukana khona indawo yasenatali eyayiphethwe umbuso nobukhosi bakwazulu ngakho sasisemgceleni,en-zu,englishzulu00064.xlsx,Sheet1,27,13
recommended guides,imihlahlandlela enconyiwe,en-zu,englishzulu00488.xlsx,Sheet1,2,2
the ibm research lab in south africa and the university of the witwatersrand developed the africafocused quantum computing challenge for african students researchers and industry members,iibm research lab eningizimu afrika naseuniversity of the witwatersrand enze uhlelo lwekhwanthamu lwamakhompiyutha lwezitshudeni zaseafrika abacwaningi nabezimboni,en-zu,englishzulu00521.xlsx,Sheet1,26,17
photograph supplied,isithombe sithunyelwe,en-zu,englishzulu00549.xlsx,Sheet1,2,2
communiqu from the office of the executive director human resources,isaziso esikhishwe ihhovisi lomqondisi omkhulu ezabasebenzi,en-zu,englishzulu00143.xlsx,Sheet1,10,6
this has been difficult for many children and parents,lokhu kube nzima kubazali nezingane,en-zu,englishzulu00415.xlsx,Sheet1,9,5
there is no question that your child is doing the very best that your child can to discover outlets for how he or she feels,akungabazeki ukuthi ingane yakho yenza konke okusemandleni ukwazi indlela ezizwa ngayo,en-zu,englishzulu00958.xlsx,Sheet1,25,11
assignment questions,imibuzo yamaasayinimenti,en-zu,englishzulu00476.xlsx,Sheet1,2,2
findings generated indicated that the natural sciences teachers had different understandings and perceptions of ibst,imiphumela ekhiqiziwe ibonise ukuthi othisha besayensi yemvelo babenokuqonda okuhlukile kanye nemibono yeibst,en-zu,englishzulu202500047.xlsx,Sheet1,15,12
in chapter sscf was seen to have an impact on mens mental health where at the end of the month followperiod anxiety adjusted odds ratio aor p ci and pts aor p ci were significantly lower for group assigned to the sscf compared to the control group,esahlukweni isscf yabonakala inomthelela kwezempilo yezengqondo zabesilisa lapho ekupheleni kwenyanga yama yesikhathi sokulandelwa ukukhathazeka isilinganiso esilungisiwe samaodd aor p ci kanye nepts aor p ci kwakuphansi kakhulu eqoqweni elalabelwe isscf uma kuqhathaniswa naleli elalingacwaningwa,en-zu,englishzulu202500070.xlsx,Sheet1,47,34
by the end of the toddler stage the child shows concern for others,kuthi kuya ekupheleni kwalesi sigaba umntwana usuke esekhombisa ukukhathazeka nokuzwelana nabanye abantwana,en-zu,englishzulu00154.xlsx,Sheet1,13,12
he was instrumental in blocking the removal of black students from the former university of natal now ukzn between to,waba neqhaza elikhulu ekuvimbeleni ukukhishwa kwabafundi abamnyama enyuvesi yasenatal manje esiyiukzn kusukela ngonyaka we kuya kowe,en-zu,englishzulu00147.xlsx,Sheet1,20,16
added to this is the increased intensity of submissions and the need for rapid turnaround,okwengezayo kulokhu indlela okwenyuke ngayo ukulethwa komsebenzi kanye nesidingo soshintsho nokuthi uphothulwe ngokushesha,en-zu,englishzulu00910.xlsx,Sheet1,15,13
unisa physical address,ikheli lendawo leunisa,en-zu,englishzulu00489.xlsx,Sheet1,3,3
never again in your working life will you have the opportunity and freedom to grow as an individual as you do now,ngeke uphinde ulithole ithuba elifana naleli lokukhula nenkululeko yokukhulu njengomuntu,en-zu,englishzulu00053.xlsx,Sheet1,22,10
mother handing ball to daughter,umama enikeza ibhola kundodakazi,en-zu,englishzulu00958.xlsx,Sheet1,5,4
requirements,okudingekayo,en-zu,englishzulu00951.xlsx,Sheet1,1,1
the occasional antelope wandered by but there was a silence that you could almost cut with a knife,kwakunokudlula inyamazane nje ngesinye isikhathi kodwa kwakuthule cwaka,en-zu,englishzulu00064.xlsx,Sheet1,18,8
sams and missionalia was precisely the missional wholeness and inclusiveness that i am referring to affirming the inherent connectedness between missiological theory and mission practice as well as between divergent approaches to mission and missiology,isams nemissionalia kwakuyiqiniso ngokuphelele kanye nokubandakanya konke engikhuluma ngakho okuqinisekisa ukuxhumana okukhona phakathi kwethiyori yemisizi kanye nokwenziwa kobufundisi kanye naphakathi kwezindlela ezahlukahlukene zemishini kanye nemissiology,en-zu,englishzulu00471.xlsx,Sheet1,35,25
he is pursuing his masters in social policy at ukzn and finds time for reading music and watching soccer inbetween being a doting dad to his four sons and daughter,umatasa neziqu zakhe zemastazi kwezenqubomgomo yezenhlalo eukzn futhi uyasithola nesikhathi sokufunda umculo nokubuka ibhola likanobhutshuzwayo phakathi kokuba ubaba wabafana bakhe abane nendodakazi yakhe,en-zu,englishzulu00044.xlsx,Sheet1,30,23
figure a once upon a time fairy tale drawing or painting,isithombe umdwebo noma isithombe senganekwane,en-zu,englishzulu00958.xlsx,Sheet1,11,5
the book was inspired by the successful development of afrehealth a panafrican institution inaugurated in and intended to scale up the gains and innovations realised by the medical and nursing education partnership initiatives mepinepi in africa,ukubhalwa kwencwadi kugqugquzelwe wukubunjwa ngempumelelo kweafrehealth isikhungo sabantu abadabuka eafrika ngowezi ukuthuthukisa imiphumela izinhlelo nemikhiqizo emisha evela kwimedical education partnership initiative mepi nenursing education partnership initiative nepi kuleli zwekazi,en-zu,englishzulu00925.xlsx,Sheet1,36,29
select shoes for comfort and safety that are compatible with your work environment,khetha izicathulo eziphephile futhi ezihambelana nendawo osebenzela kuyo,en-zu,englishzulu00019.xlsx,Sheet1,13,8
i believed i was enacting educational values of a studentcentred pedagogy but i was presenting subject matter in its perfected form believing that this provided the royal road to learning,ngikholwa ukuthi ngangedlulisela amagugu ezemfundo okufundisa okugxile kumfundi kepha ngangifundisa ngokuphelele ngikholelwa ukuthi ngangicaba indlela eya ekufundeni,en-zu,EnglishZulu00586 Anita Hiralaal.xlsx,Sheet1,30,17
date,usuku,en-zu,englishzulu00956.xlsx,Sheet1,1,1
lesotho is characterised by high levels of poverty poor natural resource management and low agricultural yields,ilesotho igqame ngamazinga aphakeme obubha ukwehluleka ukuphatha ezemvelo nokugqoza kwesivuno sezolimo,en-zu,EnglishZulu00821 Puleng Morake 2019.xlsx,Sheet1,16,11
assignment questions,imibuzo yamaasayinimenti,en-zu,englishzulu00477.xlsx,Sheet1,2,2
some of this tutorial matter may not be available when you register,okunye kwethuthoriyali kungenzeka kungabi khona ngesikhathi ubhalisa,en-zu,englishzulu00484.xlsx,Sheet1,12,7
this is a selftest assignment,le yiasayinimenti yokuzihlola,en-zu,englishzulu00493.xlsx,Sheet1,5,3
words ndabaonline,amagama yindabaonline,en-zu,EnglishZulu01526.xlsx,Sheet1,2,2
she is working on method development and application for the assessment of organic and inorganic pollutants and removal strategies from various water sources soil and sediment and fruit and vegetable samples,ucwaninga ngendlela yokuhlola izinto ezingcolisayo emithonjeni ehlukene yamanzi inhlabathi namasampula ezithelo nawemifino,en-zu,englishzulu00505.xlsx,Sheet1,31,12
focusing on water economics and governance phalis study was funded by the water research commission wrc and involved an evaluation of institutional integration water user participation and performance in irrigation schemes in kwazulunatal,unamaphepha amaningi ocwaningi awabhalile ngeophthomethri isayensi yezifo nezempilo yomphakathi kanti ucwaningo lwakhe luke lwasetshenziswa ezinhlelweni nasezinqubweni kwazulunatali,en-zu,englishzulu00499.xlsx,Sheet1,33,17
the study doctor will check if you are suitable to participate in the study,udokotela wocwaningo uzohlola ukuthi ukulungele yini ukubamba iqhaza ocwaningweni,en-zu,englishzulu00097.xlsx,Sheet1,14,9
might satisfy his mind,ingenelis ingqondo yayo,en-zu,englishzulu00061.xlsx,Sheet1,4,3
there are no other assessment methods than those used in the assignments,azikho ezinye izindlela zokuhlolwa ngaphandle kwamaasayinimenti,en-zu,englishzulu00473.xlsx,Sheet1,12,6
africa needs to develop it is not an infant he said,iafrika kudingeka ikhule ayisiyo ingane kusho yena,en-zu,englishzulu00318.xlsx,Sheet1,11,7
all participants identified as isitabane and considered themselves devout christians,bonke ababambiqhaza abahlonzwe ngokuthi bayiziitabane futhi bazithatha njengamakhrestu azinikele,en-zu,englishzulu202500003.xlsx,Sheet1,10,9
acting deputy vicechancellor and head of the college professor brian mcarthur congratulated the presenters on their achievements,ibamba lephini likasekelashansela nenhloko yaleli kolishi usolwazi brian mcarthur uhalalisele izitshudeni ngempumelelo yazo,en-zu,englishzulu00552.xlsx,Sheet1,17,13
request and download recommended material httpslibguidesunisaaczarequest,ukucela nokuthola izincwadi zasemtapweni wolwaziukudawuniloda izincwadi ezinconyiwe httpslibguidesunisaaczarequest,en-zu,englishzulu00487.xlsx,Sheet1,6,8
plagiarism is a crime,ukukopela kuyicala,en-zu,englishzulu00474.xlsx,Sheet1,4,2
lets try it,ake siyizame,en-zu,englishzulu00415.xlsx,Sheet1,3,2
i kept my spirit up through exercise mindfulness and meditation,umoya wami bengiwugcina uphezulu ngokuzivocavoca ukucabanga nokuphumula,en-zu,englishzulu00377.xlsx,Sheet1,10,7
introduction,isingeniso,en-zu,englishzulu00490.xlsx,Sheet1,1,1
hence encroachmentcontrol should be prioritized at low rainfall sites particularly rangelands where woody plants are undesirable,ngakhoke ukulawulwa kokuzivelela kumele kubekwe eqhulwini ezindaweni ezinemvula ephansi ikakhulukazi emathafeni lapho izimila ezisazihlahla zingadingeki khona,en-zu,EnglishZulu00885 Tiffany Pillay.xlsx,Sheet1,16,16
you can read the instructions and even prepare your answers offline but you will need to go online to post your messages,ungafunda imiyalo uhlele nezimpendulo ungekho enkundleni offline kodwa uzodinga ukungena enkundleni online ukuze ukwazi ukufaka imiyalezo yakho,en-zu,englishzulu00482.xlsx,Sheet1,22,17
criteria,imigomo,en-zu,englishzulu00474.xlsx,Sheet1,1,1
it is in your best interests to improve the safety of the school and your own particular workplace to avoid you or someone else becoming an accident statistic,ukuthuthukisa kwezokuphepha esikoleni nalapho usebenzela khona kwenzelwa ukusiza wena nabanye ukuze ningabalwa ohiwini labavelelwe yizingozi,en-zu,englishzulu00019.xlsx,Sheet1,28,15
a number of social scientists who had all worked at unisa during the s are selected as the respondents for a research project,ososayensi abaningi bezenhlalakahle ababekade besebenza eunisa ngawo bakhethwa njengabaphenduli bomsebenzi wocwaningo,en-zu,englishzulu00493.xlsx,Sheet1,23,11
method deep breathing,indlela ukuphefumula okujulile,en-zu,englishzulu00958.xlsx,Sheet1,3,3
thps served as a support system to individuals who fear stigma and discrimination in health facilities a problem that can undermine hiv testing efforts and linkage to care for art,abelaphi bendabuko amathps basebenze njengabeseki nabamisa idolo labo bantu abesaba ukubandlululwa ezikhungweni zezempilo okuyinkinga engase ifenyise imizamo yokuhlolela ihiv nokuxhumana kwalokhu neart,en-zu,EnglishZulu00879 Thembelihle Hazel Zuma.xlsx,Sheet1,30,22
thompsons revisionism is an amazing demonstration of what one can expect from a social class which conducts its style of politics in terms that restores cultural power to itself,indlela kathompson ebuyekezayo iyindlela emangalisayo yokukhombisa okungalindeleka esigabeni somphakathi esibhekena nezombusazwe zaso ngendlela evuselela amandla esiko kusona,en-zu,englishzulu00493.xlsx,Sheet1,29,17
i tested between and people a day,bengihlola abantu abaphakathi kwama nama ngosuku,en-zu,englishzulu00453.xlsx,Sheet1,7,6
bearing in mind that there are other commitments or even assignments to submit before the submission of the portfolio so it must be realistic,kubalulekile nokukhumbula ukuthi kuneminye imisebenzi namaasayinimenti adingekayo ngaphambi kokulethwa kwale phothifoliyo ngakhoke kumele lukholweke,en-zu,englishzulu00468.xlsx,Sheet1,24,14
between and insurgent attacks by hutu political movements and reprisals by the tutsidominated army had claimed hundreds of thousands of peoples lives and led thousands of thousands people to be displaced and others forced into exile,phakathi konyaka we nowezi ukuhlasela kokuvukelwa yiqembu lepolitiki lamahutu nokuphindisela kwempi egcwele amatutsi kwabulala amakhulu ezinkulungwane zabantu kwaholela ezinkulungwaneni ngezinkulungwane zabantu ezashiya amakhaya azo abanye baphoqeleka ukuba bayokhosela kwamanye amazwe,en-zu,EnglishZulu00635 Fabrice Nshimirimana.xlsx,Sheet1,36,30
by pairing mentees with experienced female academics and postgraduate students during their final year of high school the programme aims to empower them by providing career and study guidance and nurturing their academic and professional growth,ngokumatanisa abafundisi nabafundi besifazane abanolwazi nabafundi abaneziqu phakathi nonyaka wabo wokugcina wesikole sebanga eliphezulu lolu hlelo luhlose ukubanikeza amandla ngokubanikeza isiqondiso somsebenzi nokufunda kanye nokuthuthukisa ukukhula kwabo ezifundweni nasekuqeqesheni,en-zu,EnglishZulu01528.xlsx,Sheet1,36,29
university,inyuvesi,en-zu,englishzulu00484.xlsx,Sheet1,1,1
foreign female,abesifazane bokufika,en-zu,englishzulu00957.xlsx,Sheet1,2,2
two aspects were evaluated namely the participating students attainment of the curriculum objectives and the ability of the curriculum to equip students with high order thinking skills hots,mibili iminxa ehloliwe ukuzuza izinjongo zohlelo lwemfundo kwabafundi abangababambiqhaza kanye namandla ohlelo lwemfundo lokuqeqesha abafundi ngamakhono okucabanga asezingeni eliphezulu high order thinking skills hots,en-zu,EnglishZulu01094 Mr Godfrey Nkululeko Mazibuko.xlsx,Sheet1,28,24
referencing,ukubhala izicaphuno,en-zu,englishzulu00474.xlsx,Sheet1,1,2
we strongly suggest that you scan myunisa weekly for new tutorial letters the pdf file of the letter appears there weeks before the postal system can get it to you,siyakugqugquzela ukuthi uvule umyunisa njalo ngesonto ukuze uzothola izincwadi zamathuthoriyali ezintsha ifayela eyipdf itholakala ngokushesha kungakathunyelwa okunye kuwe,en-zu,englishzulu00486.xlsx,Sheet1,30,18
these undertakings are a combination of economic reward responsiveness and entrepreneurial propensities,lolu hwebo luyinhlanganisela yokuzama ukufeza izidingo zokuzuza ngakwezomnotho kanye nokukholelwa ekuziqambeleni amabhizinisi,en-zu,EnglishZulu00746 Mfazo Cliford Madondo.xlsx,Sheet1,12,12
further she discussed the nrfs ideals of expanding the reach of research and increasing numbers of postgraduate students,ngaphezu kwalokho uxoxe ngesifiso zenrf sokuthi imiphumela yocwaningo ifinyelele ebantwini abaningi nokwandisa isibalo sabafundi abenza iziqu eziphakeme,en-zu,englishzulu00327.xlsx,Sheet1,18,17
conclusion,isiphetho,en-zu,EnglishZulu00662 Ilana Moodley.xlsx,Sheet1,1,1
the meaning of a communicated message is the same in any context,incazelo yomyalezo odlulisiwe uyefana kunoma yisiphi isimo,en-zu,englishzulu00493.xlsx,Sheet1,12,7
an exploratory study of the imperatives for endogenous small and medium entrepreneurship in mvuma zimbabwe,ucwaningo oluhlolisisa izindlela zokuhweba zamabhizinisi amancane naphakathi nendawo azizamelayo asemvuma ezimbabwe,en-zu,EnglishZulu00720 Madondo MC.xlsx,Sheet1,15,11
in the computer age you can add new information you find later or elaborate on an argument if a new point comes to mind,esikhathini sekhompyutha ungangeza iininingwane emisha oyithola ngokuhamaba kwesikhathi noma ucacise ngempikiswano uma iphuzu elisha lifika engqondweni,en-zu,englishzulu00474.xlsx,Sheet1,24,16
ah it was his cellmate eating,ah kwakungovalelwe naye edla,en-zu,englishzulu00492.xlsx,Sheet1,6,4
empirical literature on the impact of institutional quality and governance on financial inclusion are rare,umsebenzi osewenziwe obambekayo mayelana nomthelela wekhwalithi yesikhungo neyokuphatha ekubandakanyeni ezezimali kuyivela kancane,en-zu,EnglishZulu00890 Tough Chinoda.xlsx,Sheet1,15,12
the miles and huberman framework for qualitative data analysis was used to analyse data,imininingwane etholakalile ihlaziywe ngokusebenzisa uhlaka olwaziwa ngemiles and huberman framework for qualitative data analysis,en-zu,EnglishZulu00630 Eliot Mashonganyika.xlsx,Sheet1,14,14
the field of engineering is currently one of the most rapid and competitive specialities,umkhakha wezobunjiniyela ungomunye wemikhakha eguqukayo futhi enokuqhudelana okukhulu,en-zu,englishzulu00039.xlsx,Sheet1,14,8
original certified copy of identity document of applicant and deceased,ikhophi kamazisisi eqinisekisiwe eyiorijinali id yalowo ofaka isicelo nongasekho emhlabeni,en-zu,englishzulu00951.xlsx,Sheet1,10,10
the next section of the proposal should concern the questions relevant to the observation or theme,ingxenye elandelayo yesiphakamiso socwaningo kumele ibhekelele imibuzo ezohambelana nesihloko,en-zu,englishzulu00482.xlsx,Sheet1,16,9
we need to challenge ourselves to not become absorbed in the uncertainty we are faced with and instead reach out and find ways to help others and to seek the help that we need the thirdyear student added,kudingeka sizinike inselelo yokuthi singagxili ekukhathazekeni esibhekene nako kodwa esikhundleni saloko sifinyelele kwabanye abantu sibasize nathi sifune usizo esiludingayo kusho lesi sitshudeni esenza unyaka wesithathu,en-zu,englishzulu00407.xlsx,Sheet1,38,25
he is senior editor of the book schoolbased family counseling an interdisciplinary practitioners guide routledge,ungumhleli omkhulu wencwadi ischoolbased family counseling an interdisciplinary practitioners guide routledge,en-zu,englishzulu00415.xlsx,Sheet1,15,11
leave of absence students,ikhefu abafundi,en-zu,englishzulu00163.xlsx,Sheet1,4,2
assignment,iasayinimenti,en-zu,englishzulu00480.xlsx,Sheet1,1,1
schema theory literature review,injulalwazi ischema ukubuyekezwa kwemibhalo,en-zu,englishzulu00954.xlsx,Sheet1,4,4
he highlighted the challenges public health systems in africa would face without robust financing mechanisms a welltrained and adequately paid workforce reliable epidemiological information to base decisions and policies on wellmaintained health infrastructures and a cuttingedge supplychain and logistics to deliver quality medicines and technologies,ubalule izinselelo zezindlela zezempilo zomphakathi eafrika ezizobhekana nazo uma ingekho imali abasebenzi abaqeqeshwe kahle nolwazi lwezifo olungaba yisisekelo sezinqubo ingqalasizinda yezempilo enakekelwa kahle nohlelo lokusebenzisana nezinsiza zokwelapha ngendlela esezingeni eliphezulu nobuchwepheshe,en-zu,englishzulu00439.xlsx,Sheet1,45,31
he is respectively the author and coauthor of two influential books engleish our engleish common errors in south african english and how to resolve them and text editing a handbook for students and practitioners,ungumbhali wezincwadi ezimbili ienglish our engleish common errors in south african english and how to resolve them netext editing a handbook for students and practitioners,en-zu,englishzulu00020.xlsx,Sheet1,34,25
on the pavillion as a missiologist,emagumbini okushintsha njengesazi sezezemisiyoloji,en-zu,englishzulu00471.xlsx,Sheet1,6,4
module practical work and workintegrated learning,ukufunda ngokwenza nokufunda okwenziwa emsebenzini,en-zu,englishzulu00469.xlsx,Sheet1,6,5
photograph supplied,isithombe sithunyelwe,en-zu,englishzulu00387.xlsx,Sheet1,2,2
do you have to work during the national lockdown,ngabe kufanele usebenze ngesikhathi semvalelwandlini kazwelonke,en-zu,englishzulu00377.xlsx,Sheet1,9,6
how do the students describe their english language support needs in relation to english as molt,abafundi bazichaza kanjani izidingo zokwesekelwa esingisini uma ziqhathaniswa nesingisi njenge molt,en-zu,EnglishZulu00789 Nosisi P. Dlamini.xlsx,Sheet1,16,11
a pilot study using the disabilityrelated distress drd tool showed that children with vi in the betterseeing eye experienced the greatest psychosocial challenges followed by those with impairment in one eye compared to children with no vision impairment,ucwaningovivinyo olusebenzisa insizakusebenza yengcindezi enobudlelwane nokukhubazeka idisabilityrelated distress drd lubonise ukuthi izingane ezinevi esweni elibona kangcono zabhekana nezinselelo ezinkulu kakhulu ezingokwengqondo ezilandelwa yilezo ezinokukhubazeka kweso elilodwa uma kuqhathaniswa nezingane ezingenakho ukukhubazeka kokubona,en-zu,englishzulu202500013.xlsx,Sheet1,38,32
the third meeting will be for participants interested in participating in the focus group discussions,owesithathu kuzoba owabanesifiso sokubamba iqhaza eqenjini labacwaningwayo,en-zu,englishzulu00104.xlsx,Sheet1,15,7
the study published in jama pediatrics was conducted at hospital sites in south africa the democratic republic of the congo ghana kenya nigeria and uganda between march and december,lolu cwaningo olushicilelwe kwijama pediatrics lwenziwe ezibhedlela ezingama eningizimu afrika edemocratic republic of the congo eghana ekenya enigeria naseuganda phakathi kukandasa nozibandlela wonyaka wezi,en-zu,englishzulu00550.xlsx,Sheet1,29,24
it speaks to the challenges of the current state of the country and the world,ukhuluma ngezinselelo ngesimo sezwe nesomhlaba jikelele,en-zu,englishzulu00045.xlsx,Sheet1,15,6
is it something we should worry about,ingabe yinto okufanele sizikhathaze ngayo,en-zu,englishzulu00492.xlsx,Sheet1,7,5
here at ukzn we also pride ourselves on being one of the best researchled universities in the country and on the african continent,lapha eukzn siyaziqhenya ngokuba enye yamanyuvesi aphambili aholwa ucwaningo ezweni nasezwenikazi laseafrika,en-zu,englishzulu00053.xlsx,Sheet1,23,12
these are the medications to which people should have access at all times in sufficient amounts,lena yimithi okufanele abantu bakwazi ukufinyelela kuyo itholakale ngobuningi obufanele ngazo zonke izikhathi,en-zu,englishzulu00196.xlsx,Sheet1,16,13
completion of the refurbishment and the heating ventilation and air conditioning hvac upgrade of the mw makgoba administration building westville campu,ukuqedelelwa kokulungiswa komgudu wokufudumeza ukupholisa nokufaka umoya hvac esakhiweni imw makgoba administration building ekhempasini iwestville,en-zu,englishzulu00017.xlsx,Sheet1,21,15
world rugbys activate exercisebased injury prevention programme is a structured progressive programme that includes movement control neck and trunk exercises to be incorporated into training sessions and prematch warmups,uhlelo lwezombhoxo yomhlaba lokuzivocavoca ngenhloso yokuvimbela ukulimala olwaziwa ngeworld rugby activate luhlelekile lunenqubekela phambili kanti lubandakanya ukulawula ukunyakaza nokuthi intamo nomzimba kube yingxenye yokuzivocavoca ngezikhathi zokuqeqeshwa kanye nokunyakaza ngaphambi komdlalo,en-zu,englishzulu202500023.xlsx,Sheet1,29,30
nonrecurrent,okungajwayelekile,en-zu,englishzulu00493.xlsx,Sheet1,1,1
in this way sublimis dew the bull of pope paul iii stood in sharp contrast to contradicted and counterbalanced both the irrationality and the inhumanity of the preceding bulls,ngendlela usublimis dew inkunzi kapapa paul iii wama ngokwehluka okukhulu ephikisana futhi wakukhokhela kokubili ukungabi nangqondo nokungabi nabuntu bezinkunzi eziqhubekayo,en-zu,englishzulu00494.xlsx,Sheet1,29,20
go get them right this very minute,balnade khona manje,en-zu,englishzulu00492.xlsx,Sheet1,7,3
the study concluded that schools in decline cannot turn themselves around or rescue themselves from decline but require external intervention that is multipronged to address different causes of decline,ucwaningo lwaphetha ngokuthi lezi zikole ezifayo azikwazi ukuguqula isimo sazo sibe ngcono noma zizitakule ekufeni kepha zidinga ukungenelela okuvela ngaphandle okunhlangothiningi ukuze kubhekane nezimbangela ezahlukene zokufa kwazo,en-zu,englishzulu202500057.xlsx,Sheet1,29,27
comics can be easily accessed are affordable and are widely distributed in south africa especially in rural areas and townships where there are no libraries,opopayi batholakala kalula ababizi futhi basabalaliseka kalula eningizimu afrika ikakhulu emakhaya nasemalokishini lapho ingekho khona imitapo yolwazi,en-zu,englishzulu00452.xlsx,Sheet1,25,17
she recounted how her grandmothers generosity particularly with regard to food inspired her to care for others and piqued her interest in food security,uxoxe ngokuphana kukagogo wakhe ikakhulukazi ngokudla athi kwamenza waba nothanda lwabanye abantu nentshisekelo yokulinywa kokudla,en-zu,englishzulu00227.xlsx,Sheet1,24,15
however those that earn below r per annum are now still paying fees due to government assistance,kodwa labo abanengeniso engaphansi kwamar ngonyaka basaqhubeka nokukhokha imali yokufunda yangonyaka wezi ngenxa yezibonelelo zikahulumeni,en-zu,englishzulu00053.xlsx,Sheet1,17,15
assignment,asayinimenti,en-zu,englishzulu00475.xlsx,Sheet1,1,1
the research strategy is based on the unstructured facetoface interviews based on the narratives phenomenological and grounded theory approaches,uhlelo locwaningo luncike ezingxoxweni zobuso nobuso ezingahlelekile luncike ezingxoxweni ezilandayo izindlelande zocwaningonto kanye nenjulalwazi eyivuso,en-zu,EnglishZulu00625 Dennis Maqhawe Mthembu.xlsx,Sheet1,19,15
different genetic compositions and are raised in the same environment,nokwakheka okuhlukile ngofuzo futhi ezikhuliswe ndawonye,en-zu,englishzulu00493.xlsx,Sheet1,10,6
the fabricated solar cell exhibited ma for the short circuit current mv open circuit voltage fill factor and conversion efficiency of under mwcm illumination,izinhlayiya zelanga ezihlanganisiwe zikhombise u ma womsingagesi wesithwalimlilo sikagesi esifushane ivoltheji yesithwalimlilo sikagesi esivulekile esiwu mv i elungele ukuba yisigcwaliseli nesiguquli ye ongaphansi kwe mwcm ekhanyayo,en-zu,EnglishZulu00703 Kingsley Ogheneovo Ukoba.xlsx,Sheet1,24,26
the disability support unit dsu assisted students with diverse disabilities during,uphiko lokweseka abakhubazekile idisability support unit idsu lusize izitshudeni ezingama ezinokukhubazeka okwehlukene ngonyaka wezi,en-zu,englishzulu00496.xlsx,Sheet1,11,14
words mandisa shozi,amagama wumandisa shozi,en-zu,englishzulu00564.xlsx,Sheet1,3,3
these two sections provide a theological and an analytical framework respectively,lezi zingxenye zombili ziletha uhlaka lwezenkolo nohlaka lokuhlaziya ngokulandelana,en-zu,englishzulu00471.xlsx,Sheet1,11,9
two,kabili,en-zu,englishzulu00108.xlsx,Sheet1,1,1
some lands fell under the authority of white magistrates official appendages of the british crown,ezinye izindawo zaba ngaphansi kwezimatshi zabelungu okwakuyizinhlaka zombuso wamangisi,en-zu,englishzulu00492.xlsx,Sheet1,15,9
you will not write an exam,ngeke uzibhale izivivinyo,en-zu,englishzulu00475.xlsx,Sheet1,6,3
